Station ID,Latitude,Longitude,City,Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS02059,19.586221,-99.101099, München,6:00-22:00,14.47,94,Greenlots,350,"Type 2, CHAdeMO",2022,Yes,4.2,7,Annually
EVS02060,13.758533,100.42061, Berlin,6:00-22:00,1.47,58,ChargePoint,50,"Tesla, CHAdeMO",2021,Yes,3.7,9,Annually
EVS02061,-26.303618,-22.298148, Stuttgart,6:00-22:00,5.37,75,EVgo,50,Tesla,2015,Yes,4.5,7,Annually
EVS02062,43.630734,-79.348404, Stuttgart,6:00-22:00,16.74,83,Greenlots,50,CCS,2014,Yes,4.2,9,Quarterly
EVS02063,52.435186,13.308561, Berlin,9:00-18:00,1.45,96,ChargePoint,50,"CHAdeMO, CCS",2022,Yes,3.4,9,Monthly
EVS02064,43.684986,-79.348871, Stuttgart,24-Jul,11.22,61,Ionity,22,"Tesla, CCS",2021,No,4.2,9,Quarterly
EVS02065,55.803057,37.698354, Hamburg,24-Jul,1.11,86,Ionity,50,Tesla,2012,Yes,3.2,4,Quarterly
EVS02066,-23.572552,-46.686605, Frankfurt,9:00-18:00,11.2,52,Ionity,150,"Type 2, Tesla",2023,No,4.6,1,Annually
EVS02067,13.767928,100.500652, Berlin,24-Jul,2.18,60,Greenlots,22,CCS,2012,No,3.6,8,Annually
EVS02068,19.513851,-99.128946, München,6:00-22:00,1.49,68,EVgo,150,Type 2,2018,Yes,4.2,1,Annually
EVS02069,37.688723,126.971433, Stuttgart,9:00-18:00,5.56,15,ChargePoint,350,CHAdeMO,2021,No,3.9,8,Quarterly
EVS02070,19.410378,-99.160319, München,6:00-22:00,0.86,24,ChargePoint,50,Tesla,2019,Yes,3.5,10,Monthly
EVS02071,5.285067,81.24223, Frankfurt,6:00-22:00,17.09,64,ChargePoint,350,Type 2,2016,No,3.9,3,Quarterly
EVS02072,41.843091,-87.753234, Hamburg,24-Jul,18.25,89,Tesla,22,"Type 2, CCS",2012,No,3.1,4,Annually
EVS02073,37.876611,-122.482333, Stuttgart,24-Jul,11.24,53,Greenlots,350,Tesla,2011,No,4.2,7,Annually
EVS02074,55.723117,37.676859, Hamburg,6:00-22:00,4.71,49,EVgo,50,"Tesla, CHAdeMO",2020,Yes,5,6,Monthly
EVS02075,19.043693,72.84801, Leipzig,6:00-22:00,4.21,77,Ionity,50,"Tesla, Type 2",2010,No,3.3,1,Annually
EVS02076,52.578696,13.484521, Berlin,9:00-18:00,19.69,84,ChargePoint,50,CHAdeMO,2021,Yes,4.1,8,Quarterly
EVS02077,37.834326,-122.333311, Stuttgart,9:00-18:00,4.62,69,Ionity,22,"Tesla, CCS",2023,Yes,4.5,10,Monthly
EVS02078,41.899939,-87.790167, Hamburg,9:00-18:00,18.21,23,Ionity,350,CHAdeMO,2016,Yes,4.9,6,Quarterly
EVS02079,52.542547,13.396391, Berlin,6:00-22:00,16.15,44,Ionity,150,Tesla,2021,No,3.9,1,Quarterly
EVS02080,43.798142,-79.369069, Stuttgart,6:00-22:00,14.33,65,Tesla,22,"CHAdeMO, Type 2",2019,No,4.6,10,Monthly
EVS02081,44.092179,-59.142655, Stuttgart,9:00-18:00,3.06,98,Greenlots,150,"CCS, CHAdeMO",2015,Yes,3.8,5,Annually
EVS02082,-33.833044,18.448885, Stuttgart,24-Jul,18.91,40,Tesla,350,CCS,2013,No,4.2,1,Monthly
EVS02083,25.223891,55.330167, Köln,24-Jul,2.64,34,EVgo,150,Type 2,2010,No,4.9,1,Quarterly
EVS02084,-33.812375,151.312366, München,9:00-18:00,10.93,44,EVgo,150,"CCS, Tesla",2011,Yes,4.8,3,Annually
EVS02085,19.154032,72.929498, Leipzig,6:00-22:00,12.73,100,Ionity,50,"Tesla, Type 2",2015,No,4.1,10,Annually
EVS02086,25.251219,55.333725, Köln,6:00-22:00,4.04,16,Ionity,50,Type 2,2018,Yes,4,7,Quarterly
EVS02087,39.824971,116.359824, Leipzig,24-Jul,14.39,82,Tesla,22,"Type 2, Tesla",2019,No,3,2,Monthly
EVS02088,37.893347,-122.409799, Stuttgart,9:00-18:00,19.05,62,EVgo,50,"CCS, Tesla",2020,No,3.9,5,Quarterly
EVS02089,43.714493,-79.379398, Stuttgart,6:00-22:00,3.67,92,Ionity,50,"CCS, Tesla",2020,No,4.3,7,Monthly
EVS02090,41.894245,-87.712264, Hamburg,9:00-18:00,18.13,88,Ionity,22,"Type 2, Tesla",2014,Yes,4.2,10,Annually
EVS02091,-34.448053,-155.65398, Hamburg,6:00-22:00,1.29,82,Greenlots,22,"Tesla, Type 2",2023,Yes,4.2,4,Annually
EVS02092,43.633996,-79.375878, Stuttgart,6:00-22:00,6.98,18,ChargePoint,150,"CHAdeMO, Type 2",2015,No,4,2,Quarterly
EVS02093,25.208639,55.279486, Köln,24-Jul,8.62,44,Tesla,50,"CCS, CHAdeMO",2016,No,4.9,7,Monthly
EVS02094,37.730029,-122.441392, Stuttgart,24-Jul,12.8,42,EVgo,150,CHAdeMO,2018,No,4.2,3,Monthly
EVS02095,41.89322,-87.697338, Hamburg,6:00-22:00,19.89,65,ChargePoint,350,"Type 2, CHAdeMO",2022,No,3.5,4,Monthly
EVS02096,18.996577,72.99152, Leipzig,24-Jul,8.62,82,EVgo,50,"CCS, Type 2",2019,No,4.5,5,Quarterly
EVS02097,-23.632054,-46.604636, Frankfurt,24-Jul,18.41,18,EVgo,150,"Type 2, CHAdeMO",2013,Yes,3.9,8,Monthly
EVS02098,43.788999,-79.314916, Stuttgart,6:00-22:00,14.46,78,Ionity,150,"CHAdeMO, Type 2",2019,No,4,8,Annually
EVS02099,-33.76619,151.267462, München,9:00-18:00,14.96,46,EVgo,150,Type 2,2023,Yes,4.9,4,Monthly
EVS02100,39.875806,116.368722, Leipzig,9:00-18:00,7.14,32,Tesla,50,"Type 2, Tesla",2013,No,3.3,2,Annually
EVS02101,77.69797,7.530159, München,24-Jul,18.01,14,Greenlots,50,CCS,2015,Yes,4.6,2,Quarterly
EVS02102,25.258702,55.291192, Köln,24-Jul,13.04,62,Tesla,150,"Tesla, CCS",2021,Yes,3.7,6,Annually
EVS02103,43.622055,-79.356262, Stuttgart,6:00-22:00,13.45,97,ChargePoint,50,CHAdeMO,2016,Yes,3.6,3,Annually
EVS02104,-33.893006,18.501049, Stuttgart,24-Jul,9.02,10,Tesla,150,"CCS, Tesla",2010,Yes,3.4,4,Annually
EVS02105,13.830034,100.436242, Berlin,9:00-18:00,16.5,48,EVgo,350,"Type 2, Tesla",2017,Yes,4.8,2,Quarterly
EVS02106,39.828925,116.290029, Leipzig,9:00-18:00,3.68,43,EVgo,50,Tesla,2019,Yes,5,8,Annually
EVS02107,19.075273,72.816549, Leipzig,9:00-18:00,0.95,66,ChargePoint,150,"Tesla, CHAdeMO",2014,No,4.3,10,Quarterly
EVS02108,19.502877,-99.073097, München,24-Jul,15.98,37,Ionity,50,"Tesla, CCS",2011,Yes,3.2,1,Quarterly
EVS02109,41.927905,-87.670318, Hamburg,9:00-18:00,3.7,63,Greenlots,150,CHAdeMO,2021,No,3.3,8,Annually
EVS02110,-33.773953,18.507263, Stuttgart,9:00-18:00,10.99,55,EVgo,350,Tesla,2022,No,4,6,Quarterly
EVS02111,-45.979321,128.015637, Köln,6:00-22:00,11.14,78,Greenlots,350,"CCS, CHAdeMO",2013,No,4.9,1,Monthly
EVS02112,39.860172,116.213982, Leipzig,6:00-22:00,4.94,11,Ionity,350,"Type 2, CCS",2012,Yes,4.6,7,Annually
EVS02113,39.849689,116.41561, Leipzig,24-Jul,3.07,32,Tesla,50,Tesla,2010,Yes,4,8,Monthly
EVS02114,19.510836,-99.114536, München,6:00-22:00,5.36,93,Ionity,350,"Type 2, Tesla",2016,Yes,4.1,3,Annually
EVS02115,-23.533458,-46.592058, Frankfurt,6:00-22:00,13.66,94,EVgo,150,"Tesla, CCS",2012,Yes,3.6,3,Monthly
EVS02116,55.833012,37.628191, Hamburg,6:00-22:00,16.29,33,Greenlots,150,"Tesla, CCS",2018,No,3.2,1,Annually
EVS02117,-23.547529,-46.690043, Frankfurt,24-Jul,17.64,73,Tesla,150,Type 2,2017,Yes,4.1,7,Annually
EVS02118,-33.86167,151.366043, München,6:00-22:00,19.45,58,Ionity,22,"CCS, CHAdeMO",2010,No,3.3,3,Monthly
EVS02119,41.848775,-87.651803, Hamburg,24-Jul,3.2,95,Greenlots,150,"Type 2, CHAdeMO",2014,Yes,4.7,4,Annually
EVS02120,34.034549,-118.310049,Frankfurt,24-Jul,2.33,49,Tesla,50,"Tesla, CHAdeMO",2017,Yes,4,5,Monthly
EVS02121,-68.615556,157.746197, Berlin,24-Jul,18.54,30,ChargePoint,350,Tesla,2014,No,3.7,3,Annually
EVS02122,55.709106,37.683762, Hamburg,24-Jul,19.94,47,Greenlots,350,"Tesla, CHAdeMO",2016,Yes,3.2,7,Monthly
EVS02123,41.898736,-87.624445, Hamburg,24-Jul,7.25,11,Greenlots,22,"Type 2, Tesla",2021,Yes,3.5,5,Quarterly
EVS02124,37.612818,127.099023, Stuttgart,6:00-22:00,0.89,79,Tesla,150,CHAdeMO,2022,No,3.4,7,Monthly
EVS02125,-33.777468,18.519338, Stuttgart,6:00-22:00,13.57,54,Tesla,22,CHAdeMO,2013,No,4.3,6,Quarterly
EVS02126,34.078532,-118.28411,Frankfurt,24-Jul,15.58,75,Greenlots,150,Type 2,2013,Yes,4.3,4,Quarterly
EVS02127,13.863776,100.426269, Berlin,9:00-18:00,6.4,28,EVgo,350,"Tesla, CCS",2013,Yes,3.8,4,Annually
EVS02128,37.618684,126.941967, Stuttgart,24-Jul,18.62,40,EVgo,350,"Type 2, CCS",2023,No,4,3,Monthly
EVS02129,13.776158,100.441693, Berlin,9:00-18:00,1.04,16,Tesla,50,CCS,2020,No,3.5,6,Annually
EVS02130,19.495732,-99.042167, München,24-Jul,7.31,92,Tesla,350,Tesla,2020,Yes,3.8,4,Annually
EVS02131,66.571816,163.237302, München,6:00-22:00,18.74,75,Ionity,22,CHAdeMO,2013,Yes,4.9,3,Quarterly
EVS02132,55.851838,37.596495, Hamburg,6:00-22:00,8.46,51,ChargePoint,150,"Tesla, Type 2",2013,Yes,4.8,9,Annually
EVS02133,41.867158,-87.622396, Hamburg,24-Jul,9.69,70,Greenlots,150,CCS,2014,No,4.7,10,Quarterly
EVS02134,-33.877974,151.343515, München,6:00-22:00,3.47,86,ChargePoint,150,Tesla,2017,Yes,4.1,3,Quarterly
EVS02135,55.830541,37.622768, Hamburg,6:00-22:00,13.64,47,ChargePoint,350,CCS,2014,No,3.5,7,Monthly
EVS02136,37.786465,-122.476907, Stuttgart,24-Jul,6.49,75,ChargePoint,22,CCS,2016,Yes,3.2,10,Monthly
EVS02137,41.849506,-87.701808, Hamburg,24-Jul,10.32,24,Greenlots,150,"Type 2, Tesla",2011,Yes,3.6,6,Quarterly
EVS02138,-33.812729,18.403442, Stuttgart,24-Jul,11.23,81,Greenlots,150,Tesla,2020,No,4.8,1,Annually
EVS02139,39.830853,116.327888, Leipzig,9:00-18:00,6.57,30,Ionity,150,"CCS, Tesla",2023,Yes,4.9,3,Monthly
EVS02140,13.786705,100.422589, Berlin,6:00-22:00,7.73,51,EVgo,350,"CCS, Tesla",2012,No,4,6,Monthly
EVS02141,30.77854,115.754788, München,6:00-22:00,3.35,61,EVgo,150,"CHAdeMO, CCS",2015,No,3.4,2,Quarterly
EVS02142,34.067128,-118.373431,Frankfurt,9:00-18:00,6.16,66,Ionity,22,Type 2,2010,No,3.4,3,Quarterly
EVS02143,-33.762278,151.248608, München,9:00-18:00,15.15,75,Ionity,50,"CHAdeMO, CCS",2023,Yes,5,4,Monthly
EVS02144,52.476957,13.397412, Berlin,6:00-22:00,1.76,51,Greenlots,50,"CCS, Type 2",2012,No,3.6,9,Monthly
EVS02145,34.066201,-118.205749,Frankfurt,24-Jul,18.9,83,Tesla,150,Type 2,2011,Yes,4.9,10,Monthly
EVS02146,-23.510241,-46.53965, Frankfurt,6:00-22:00,8.58,98,Tesla,350,"CCS, Type 2",2023,No,4.8,9,Monthly
EVS02147,19.034273,72.856091, Leipzig,6:00-22:00,19.95,47,ChargePoint,350,Type 2,2018,Yes,4.6,9,Annually
EVS02148,37.541174,127.029231, Stuttgart,9:00-18:00,6.97,24,Ionity,350,"Type 2, CHAdeMO",2021,No,4.7,4,Monthly
EVS02149,37.777201,-122.317353, Stuttgart,24-Jul,13.21,79,Ionity,150,"CCS, Type 2",2014,Yes,3.1,4,Annually
EVS02150,-33.892509,151.204578, München,9:00-18:00,2.45,92,EVgo,50,Tesla,2018,No,4.4,9,Monthly
EVS02151,39.25577,8.051824, Berlin,6:00-22:00,16.9,37,Greenlots,50,"Tesla, CCS",2023,Yes,3.1,9,Annually
EVS02152,19.066147,72.999507, Leipzig,9:00-18:00,17.03,83,Ionity,50,"Tesla, CHAdeMO",2022,Yes,3.5,7,Monthly
EVS02153,13.763466,100.463093, Berlin,24-Jul,6.59,37,Tesla,22,"Tesla, CCS",2022,Yes,4.3,9,Monthly
EVS02154,37.617477,126.976838, Stuttgart,6:00-22:00,1.06,11,Ionity,50,"Tesla, CHAdeMO",2013,Yes,3.4,5,Monthly
EVS02155,19.085227,72.87726, Leipzig,9:00-18:00,17.25,81,ChargePoint,50,"Type 2, Tesla",2018,No,3.3,9,Annually
EVS02156,55.832442,37.529945, Hamburg,24-Jul,9.96,25,ChargePoint,150,"Type 2, Tesla",2010,No,4.8,4,Monthly
EVS02157,18.92514,72.813741, Leipzig,9:00-18:00,3.19,88,Tesla,350,"CHAdeMO, Type 2",2015,No,3,7,Monthly
EVS02158,-33.722899,151.312898, München,6:00-22:00,14.13,46,Greenlots,350,"Type 2, CHAdeMO",2023,Yes,3.7,9,Annually
EVS02159,41.889072,-87.700144, Hamburg,9:00-18:00,12.13,77,EVgo,50,"Tesla, CHAdeMO",2023,Yes,3.3,7,Quarterly
EVS02160,13.74465,100.428086, Berlin,9:00-18:00,15.94,93,ChargePoint,350,Type 2,2023,No,3.1,7,Monthly
EVS02161,33.129827,-16.659356, Hamburg,6:00-22:00,11.07,27,ChargePoint,350,"Tesla, CHAdeMO",2018,No,3.3,1,Quarterly
EVS02162,-33.769983,151.292477, München,9:00-18:00,0.68,92,Greenlots,22,Tesla,2016,Yes,4,1,Monthly
EVS02163,19.06055,72.921875, Leipzig,24-Jul,15.24,43,Ionity,350,"CHAdeMO, Tesla",2013,Yes,3.5,5,Annually
EVS02164,39.964342,116.392444, Leipzig,24-Jul,1.31,59,ChargePoint,50,"Type 2, Tesla",2021,No,3.6,5,Annually
EVS02165,19.015867,72.895599, Leipzig,6:00-22:00,10.67,25,Ionity,50,CCS,2012,Yes,3.6,1,Quarterly
EVS02166,55.720676,37.524602, Hamburg,6:00-22:00,3.55,34,Ionity,22,"Tesla, CCS",2022,Yes,3.4,7,Monthly
EVS02167,39.920314,116.335806, Leipzig,24-Jul,5.66,58,EVgo,350,"Type 2, Tesla",2014,Yes,4.1,7,Annually
EVS02168,-23.681795,-46.599843, Frankfurt,9:00-18:00,4.57,29,Ionity,50,"CCS, Tesla",2021,Yes,3.7,6,Quarterly
EVS02169,39.845364,116.31697, Leipzig,24-Jul,12.47,48,EVgo,350,"Tesla, CHAdeMO",2014,No,3.3,10,Annually
EVS02170,18.944468,72.879558, Leipzig,9:00-18:00,13.22,19,EVgo,22,"CCS, Type 2",2010,Yes,4.2,6,Annually
EVS02171,27.867645,-156.393546, Frankfurt,9:00-18:00,13.64,56,EVgo,350,CCS,2014,No,3.6,7,Monthly
EVS02172,55.878822,37.689769, Hamburg,6:00-22:00,5.37,54,ChargePoint,50,Type 2,2014,No,4.4,1,Quarterly
EVS02173,-33.889428,18.580431, Stuttgart,24-Jul,11.37,31,Greenlots,50,Tesla,2022,No,4.5,3,Monthly
EVS02174,37.784671,-122.424967, Stuttgart,24-Jul,7.49,66,Greenlots,50,CHAdeMO,2021,Yes,3.3,6,Monthly
EVS02175,52.412519,13.311344, Berlin,9:00-18:00,7.01,83,Tesla,350,"CHAdeMO, Type 2",2018,No,4,8,Quarterly
EVS02176,34.172134,-118.255968,Frankfurt,9:00-18:00,3.85,92,EVgo,22,"CCS, CHAdeMO",2022,Yes,4.2,2,Monthly
EVS02177,-33.82437,18.487566, Stuttgart,9:00-18:00,13.99,36,ChargePoint,22,"Tesla, CCS",2014,No,4.8,3,Annually
EVS02178,55.789526,37.610672, Hamburg,24-Jul,1.22,51,Greenlots,150,CHAdeMO,2016,Yes,3.7,1,Quarterly
EVS02179,52.402962,13.493079, Berlin,24-Jul,10.24,85,EVgo,150,CCS,2016,Yes,3.1,10,Quarterly
EVS02180,39.964878,116.433926, Leipzig,6:00-22:00,17.02,81,ChargePoint,150,Tesla,2015,Yes,4.4,10,Annually
EVS02181,-64.584674,-18.725536, Frankfurt,6:00-22:00,1.54,82,EVgo,150,"Tesla, CHAdeMO",2018,Yes,4.7,6,Monthly
EVS02182,-33.851825,18.52916, Stuttgart,24-Jul,15.45,81,ChargePoint,350,"Tesla, CHAdeMO",2015,No,3.1,5,Annually
EVS02183,13.843255,100.506276, Berlin,9:00-18:00,3.1,81,ChargePoint,350,CCS,2016,No,4.8,6,Monthly
EVS02184,25.390814,55.23179, Köln,6:00-22:00,6.28,96,EVgo,50,"Type 2, CHAdeMO",2019,No,5,4,Annually
EVS02185,39.989834,116.388558, Leipzig,9:00-18:00,16.68,40,EVgo,50,Tesla,2013,No,4.8,7,Quarterly
EVS02186,18.926557,72.875567, Leipzig,24-Jul,19.44,88,Ionity,22,"Type 2, Tesla",2016,No,4.8,7,Monthly
EVS02187,39.89538,116.271776, Leipzig,9:00-18:00,9.58,44,ChargePoint,22,Type 2,2014,Yes,3.7,3,Annually
EVS02188,-33.858253,18.516859, Stuttgart,9:00-18:00,17.08,83,EVgo,50,Type 2,2011,No,4.7,1,Monthly
EVS02189,-33.840925,151.302741, München,9:00-18:00,1.37,57,Ionity,150,"Type 2, CCS",2022,Yes,4.3,5,Monthly
EVS02190,34.001646,-118.387858,Frankfurt,9:00-18:00,14.9,38,Tesla,22,"CHAdeMO, Type 2",2010,No,3.6,6,Quarterly
EVS02191,15.956701,-84.823817, Stuttgart,9:00-18:00,2.16,96,Ionity,350,CCS,2010,No,4.8,6,Annually
EVS02192,-23.653051,-46.668996, Frankfurt,9:00-18:00,18.13,21,EVgo,150,Type 2,2017,No,4.5,1,Annually
EVS02193,37.592551,127.044948, Stuttgart,24-Jul,14.49,60,Tesla,350,Type 2,2019,Yes,3.1,6,Quarterly
EVS02194,37.700621,-122.452007, Stuttgart,6:00-22:00,6.58,26,Tesla,22,Type 2,2011,Yes,4.3,10,Monthly
EVS02195,-23.667432,-46.637902, Frankfurt,6:00-22:00,8.3,20,Greenlots,50,"CCS, Type 2",2012,No,4.6,10,Monthly
EVS02196,37.548116,126.954216, Stuttgart,24-Jul,5.6,68,EVgo,150,CCS,2010,No,4.1,4,Monthly
EVS02197,-33.896156,18.552825, Stuttgart,9:00-18:00,19.64,13,EVgo,150,Tesla,2023,Yes,4.6,9,Monthly
EVS02198,41.871455,-87.73428, Hamburg,6:00-22:00,13.89,12,Greenlots,50,"CCS, Tesla",2014,No,4.8,6,Annually
EVS02199,34.008569,-118.37629,Frankfurt,9:00-18:00,14.13,24,EVgo,22,CHAdeMO,2021,No,3.7,2,Quarterly
EVS02200,52.572057,13.36038, Berlin,24-Jul,5.08,71,Tesla,50,"CCS, Type 2",2014,Yes,3.1,4,Monthly
EVS02201,-36.706213,179.526528, Hamburg,9:00-18:00,5.66,31,EVgo,50,"Type 2, Tesla",2012,Yes,4.7,9,Quarterly
EVS02202,55.820962,37.633149, Hamburg,24-Jul,11.55,42,EVgo,50,Type 2,2012,Yes,4.4,6,Monthly
EVS02203,13.730102,100.483406, Berlin,24-Jul,1.91,17,Tesla,50,"Type 2, CHAdeMO",2015,No,5,6,Monthly
EVS02204,13.768702,100.594101, Berlin,24-Jul,4.84,37,Greenlots,22,CHAdeMO,2019,Yes,3.7,5,Annually
EVS02205,34.174725,-118.263046,Frankfurt,6:00-22:00,17.5,64,ChargePoint,22,"CCS, Tesla",2012,No,4.5,9,Annually
EVS02206,-23.520579,-46.582508, Frankfurt,9:00-18:00,5.22,12,EVgo,150,CHAdeMO,2017,Yes,4.5,7,Monthly
EVS02207,-33.720381,151.243987, München,9:00-18:00,16.03,99,Ionity,150,CHAdeMO,2011,Yes,4.7,5,Annually
EVS02208,19.574372,-99.113269, München,9:00-18:00,7.51,10,ChargePoint,150,CCS,2016,Yes,3.3,2,Quarterly
EVS02209,41.939178,-87.624963, Hamburg,6:00-22:00,11.66,83,ChargePoint,22,"Tesla, CCS",2013,No,3.3,2,Quarterly
EVS02210,55.892942,37.580533, Hamburg,9:00-18:00,17.27,94,Tesla,350,Tesla,2010,Yes,4.6,2,Quarterly
EVS02211,77.52269,-86.390697, München,24-Jul,18.15,63,ChargePoint,150,CCS,2016,No,3.7,10,Monthly
EVS02212,-23.552252,-46.636778, Frankfurt,9:00-18:00,2,67,Tesla,22,"Tesla, Type 2",2013,No,3.8,3,Quarterly
EVS02213,25.329666,55.23595, Köln,24-Jul,19.95,11,Greenlots,350,"CCS, Type 2",2013,No,4.5,3,Annually
EVS02214,25.231045,55.275015, Köln,6:00-22:00,17.4,75,EVgo,50,"Type 2, CHAdeMO",2020,No,3.2,5,Quarterly
EVS02215,19.184043,72.806213, Leipzig,9:00-18:00,16.46,92,Tesla,150,CHAdeMO,2021,No,3.9,9,Monthly
EVS02216,43.637797,-79.426896, Stuttgart,9:00-18:00,17.5,52,Ionity,150,Tesla,2010,No,3.8,5,Monthly
EVS02217,41.968214,-87.781926, Hamburg,6:00-22:00,6.01,73,Tesla,50,"CCS, CHAdeMO",2014,Yes,3.4,8,Annually
EVS02218,37.560469,126.951356, Stuttgart,9:00-18:00,16.49,91,Tesla,22,Type 2,2022,Yes,3.4,8,Monthly
EVS02219,37.773616,-122.420028, Stuttgart,6:00-22:00,12.31,57,ChargePoint,150,"CCS, CHAdeMO",2013,Yes,4.4,5,Annually
EVS02220,52.594258,13.440439, Berlin,24-Jul,5.99,75,Greenlots,22,"Type 2, Tesla",2012,No,4.8,5,Quarterly
EVS02221,-47.515372,-149.394009, Berlin,24-Jul,18.9,97,ChargePoint,22,"CHAdeMO, Tesla",2019,Yes,3.4,10,Quarterly
EVS02222,39.967875,116.28829, Leipzig,24-Jul,19.95,85,Greenlots,150,CHAdeMO,2018,No,4.6,4,Monthly
EVS02223,41.812465,-87.679352, Hamburg,9:00-18:00,18.47,36,Greenlots,350,"Tesla, Type 2",2021,No,3,2,Annually
EVS02224,19.460105,-99.049825, München,9:00-18:00,11,12,Ionity,150,CCS,2021,Yes,4.6,7,Quarterly
EVS02225,37.714207,-122.421923, Stuttgart,24-Jul,11.76,74,ChargePoint,350,"CHAdeMO, Tesla",2016,No,3.5,8,Monthly
EVS02226,37.792027,-122.466234, Stuttgart,24-Jul,18.15,32,EVgo,50,CCS,2016,No,3.6,8,Monthly
EVS02227,37.664447,126.955326, Stuttgart,9:00-18:00,15,20,Ionity,350,Type 2,2014,Yes,3.1,8,Quarterly
EVS02228,-23.569934,-46.528993, Frankfurt,9:00-18:00,16.21,39,Greenlots,50,"Type 2, CHAdeMO",2020,Yes,3.8,9,Quarterly
EVS02229,37.577625,127.061975, Stuttgart,9:00-18:00,6.42,93,Tesla,350,Type 2,2012,Yes,3.9,1,Annually
EVS02230,13.7745,100.596072, Berlin,6:00-22:00,10.97,48,Ionity,22,Tesla,2013,No,3.5,2,Annually
EVS02231,32.421551,55.599267, Köln,9:00-18:00,18.27,79,ChargePoint,150,"Type 2, Tesla",2012,No,3,2,Quarterly
EVS02232,18.932855,72.983662, Leipzig,9:00-18:00,1.61,48,Tesla,350,Type 2,2014,No,4.7,6,Monthly
EVS02233,13.836379,100.53937, Berlin,6:00-22:00,7.72,59,EVgo,150,"Tesla, CCS",2020,No,3.5,5,Quarterly
EVS02234,13.818379,100.409355, Berlin,6:00-22:00,0.83,76,Greenlots,350,Tesla,2017,Yes,4.8,10,Quarterly
EVS02235,43.675507,-79.359823, Stuttgart,9:00-18:00,8.63,61,EVgo,150,"CCS, CHAdeMO",2022,Yes,4,2,Annually
EVS02236,25.372483,55.37029, Köln,6:00-22:00,0.96,53,Tesla,150,"Tesla, CCS",2016,Yes,4.5,7,Quarterly
EVS02237,13.827982,100.539727, Berlin,24-Jul,8.02,79,Greenlots,50,"Tesla, CCS",2017,Yes,3.5,10,Quarterly
EVS02238,13.769152,100.498341, Berlin,24-Jul,6.58,91,Greenlots,50,"Tesla, CCS",2011,No,3.7,6,Quarterly
EVS02239,43.775222,-79.488395, Stuttgart,6:00-22:00,8.13,16,EVgo,350,Tesla,2019,No,4.9,3,Monthly
EVS02240,-23.511383,-46.561085, Frankfurt,6:00-22:00,9.35,15,Tesla,22,CHAdeMO,2018,Yes,4.5,1,Monthly
EVS02241,-29.437558,169.085987, Köln,9:00-18:00,17.13,18,ChargePoint,22,"Tesla, CCS",2020,Yes,4.7,10,Annually
EVS02242,19.467043,-99.112334, München,9:00-18:00,5.01,92,Greenlots,150,Tesla,2012,Yes,4.7,2,Quarterly
EVS02243,39.867298,116.371994, Leipzig,24-Jul,12.19,71,Greenlots,350,"CCS, Tesla",2023,No,5,1,Monthly
EVS02244,37.77672,-122.492685, Stuttgart,9:00-18:00,18.04,45,Greenlots,22,CHAdeMO,2014,No,3.4,8,Quarterly
EVS02245,13.731866,100.53159, Berlin,6:00-22:00,8.94,23,ChargePoint,22,"Tesla, CCS",2023,Yes,4.6,9,Annually
EVS02246,52.40522,13.384545, Berlin,9:00-18:00,7.47,61,ChargePoint,150,Type 2,2020,No,4.6,1,Monthly
EVS02247,41.890053,-87.78926, Hamburg,24-Jul,13.88,58,Ionity,350,CCS,2016,No,4.1,7,Monthly
EVS02248,37.814093,-122.473207, Stuttgart,6:00-22:00,3.73,10,Ionity,150,"CCS, CHAdeMO",2013,Yes,3.6,1,Monthly
EVS02249,37.559306,127.038024, Stuttgart,24-Jul,17.58,27,Greenlots,22,"Type 2, Tesla",2019,Yes,3.2,7,Annually
EVS02250,55.882018,37.574776, Hamburg,24-Jul,5.7,87,EVgo,350,"Type 2, CCS",2023,No,3.2,7,Annually
EVS02251,-14.624514,107.402422, Hamburg,6:00-22:00,6.19,78,Greenlots,22,"Tesla, CCS",2021,No,3.7,1,Annually
EVS02252,37.776269,-122.421206, Stuttgart,6:00-22:00,18.45,69,Ionity,350,Type 2,2023,Yes,4.6,6,Quarterly
EVS02253,52.403838,13.408544, Berlin,24-Jul,3.88,47,Tesla,350,"Tesla, CCS",2018,No,3.7,2,Quarterly
EVS02254,19.538088,-99.001289, München,9:00-18:00,8.22,74,Tesla,22,Type 2,2010,Yes,3.1,4,Annually
EVS02255,37.558628,127.063381, Stuttgart,9:00-18:00,5.33,59,ChargePoint,350,CCS,2018,No,3.8,7,Quarterly
EVS02256,-33.839262,18.49103, Stuttgart,6:00-22:00,15.78,98,Tesla,50,Tesla,2021,No,4.8,6,Monthly
EVS02257,25.361615,55.354471, Köln,6:00-22:00,0.52,85,ChargePoint,50,Tesla,2015,Yes,3.2,1,Quarterly
EVS02258,37.647837,126.91445, Stuttgart,24-Jul,15.18,28,Tesla,22,"Tesla, CCS",2011,Yes,3.3,9,Monthly
EVS02259,-23.69118,-46.62939, Frankfurt,24-Jul,14.53,72,EVgo,22,Tesla,2020,Yes,3.2,4,Quarterly
